,Tweet,created_at,FC,RT,hashtags_text,user_mentions,urls,hour
3847,"@Supertramp_96 @forocoches A ver si @electrikfc se pasa por aquí y le echa un vistazo a su infalible sistema de reportes, porque vaya tela.",2018-10-17 19:57:39,0,0,0.0,"[{'screen_name': 'Supertramp_96', 'name': 'Patricio.', 'id': 3313721349, 'id_str': '3313721349', 'indices': [0, 14]}, {'screen_name': 'forocoches', 'name': 'ForoCoches', 'id': 2922162371, 'id_str': '2922162371', 'indices': [15, 26]}, {'screen_name': 'electrikfc', 'name': 'Electrik ForoCoches', 'id': 39278447, 'id_str': '39278447', 'indices': [36, 47]}]",[],19.0
3848,"@Supertramp_96 @forocoches El domingo, he mandado varios emails pero no tienen a bien contestarme. Nunca he incumpl… https://t.co/1dd02B7n8g",2018-10-17 19:52:30,1,0,0.0,"[{'screen_name': 'Supertramp_96', 'name': 'Patricio.', 'id': 3313721349, 'id_str': '3313721349', 'indices': [0, 14]}, {'screen_name': 'forocoches', 'name': 'ForoCoches', 'id': 2922162371, 'id_str': '2922162371', 'indices': [15, 26]}]","[{'url': 'https://t.co/1dd02B7n8g', 'expanded_url': 'https://twitter.com/i/web/status/1052648566408273920', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",19.0
3849,@forocoches Brutal es que se me haya baneado sin haber incumplido ninguna norma.,2018-10-17 19:44:37,1,0,0.0,"[{'screen_name': 'forocoches', 'name': 'ForoCoches', 'id': 2922162371, 'id_str': '2922162371', 'indices': [0, 11]}]",[],19.0
3850,@A3Noticias @NovaLifeES 1- Cagar fuera,2018-10-17 19:33:32,0,0,0.0,"[{'screen_name': 'A3Noticias', 'name': 'Antena3Noticias', 'id': 145992645, 'id_str': '145992645', 'indices': [0, 11]}, {'screen_name': 'NovaLifeES', 'name': 'Nova Life', 'id': 991993390475685888, 'id_str': '991993390475685888', 'indices': [12, 23]}]",[],19.0
3851,"@Aquel_Coche Parece que está diciendo ""Como saltes el torno te caneo""",2018-10-17 19:31:54,1,0,0.0,"[{'screen_name': 'Aquel_Coche', 'name': 'Aquel Coche', 'id': 3380960747, 'id_str': '3380960747', 'indices': [0, 12]}]",[],19.0
3852,"@ComensalFurioso ""Me debes 5 duros que te dejé en abril del 91, miserable""",2018-10-17 19:30:29,1,0,0.0,"[{'screen_name': 'ComensalFurioso', 'name': 'Comensal Enfurecido', 'id': 4143251517, 'id_str': '4143251517', 'indices': [0, 16]}]",[],19.0
3853,@EstherGalicia Mil gracias Esther!! Este es el cuadro que buscaba... Al ataqueeerrrr!! https://t.co/fvnFJWVZvz,2018-10-10 13:47:59,0,0,0.0,"[{'screen_name': 'EstherGalicia', 'name': 'Esther Galicia', 'id': 418942488, 'id_str': '418942488', 'indices': [0, 14]}]",[],13.0
3854,¿Aún no te has apuntado al curso de especialista en Innovación EDTech?  Se impartirá en Sevilla desde mediados de o… https://t.co/ISNEl2l0uf,2018-10-05 12:27:53,0,0,0.0,[],"[{'url': 'https://t.co/ISNEl2l0uf', 'expanded_url': 'https://twitter.com/i/web/status/1048188021663780864', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",12.0
3855,a mí la puta repesca me come los huevos ninguno de los 3 merece ser expulsado y menos con la de mugres que hay ahí… https://t.co/Oy5sV18tKj,2018-10-25 23:46:53,1,0,0.0,[],"[{'url': 'https://t.co/Oy5sV18tKj', 'expanded_url': 'https://twitter.com/i/web/status/1055606654740377600', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",23.0
3856,ME CAGO EN VUESTRA PUTA RAZA @ghoficial #GHVIPGala7,2018-10-25 23:42:40,4,0,"["" 'GHVIPGala7'""]","[{'screen_name': 'ghoficial', 'name': 'Gran Hermano', 'id': 93444194, 'id_str': '93444194', 'indices': [29, 39]}]",[],23.0
3857,te quiero Koala  #GHVIPGala7,2018-10-25 23:40:13,0,0,"["" 'GHVIPGala7'""]",[],[],23.0
3858,Suso das penita. #GHVIPGala7 https://t.co/5PV3RD3mu2,2018-10-25 23:37:13,2,0,"["" 'GHVIPGala7'""]",[],[],23.0
3859,La última oportunidad de Tony.  #GHVIPGala7,2018-10-25 23:35:23,1,0,"["" 'GHVIPGala7'""]",[],[],23.0
3860,que se aplauda a Suso dice mucho del puto país de mierda en el que vivimos  #GHVIPGala7,2018-10-25 23:34:32,3,2,"["" 'GHVIPGala7'""]",[],[],23.0
3861,"pues ya está, el trío nominado, a tomar por puto culo  #GHVIPGala7",2018-10-25 23:34:01,1,0,"["" 'GHVIPGala7'""]",[],[],23.0
3862,empate de Verdeliss y Makoke por favor #GHVIPGala7 https://t.co/4onCvNCL2E,2018-10-25 23:30:09,10,3,"["" 'GHVIPGala7'""]",[],[],23.0
3863,@Hasphat con todo lo que está pasando merece ganar sin ser expulsada. yo por mucho que la repesquen si el jueves qu… https://t.co/GKOr11627r,2018-10-25 23:14:08,2,0,0.0,"[{'screen_name': 'Hasphat', 'name': 'Hasphat Antabolis', 'id': 552897651, 'id_str': '552897651', 'indices': [0, 8]}]","[{'url': 'https://t.co/GKOr11627r', 'expanded_url': 'https://twitter.com/i/web/status/1055598414749155328', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",23.0
3864,"claramente me revienta que se vaya a romper el trío, pero me niego a que se vaya Miriam después de todo lo que ha t… https://t.co/gN0WTE60Vt",2018-10-25 22:51:44,5,1,0.0,[],"[{'url': 'https://t.co/gN0WTE60Vt', 'expanded_url': 'https://twitter.com/i/web/status/1055592776446996480', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",22.0
3865,"es tan frustrante en serio, no sé por qué cojones no apago la tele #GHVIPGala7 https://t.co/23Ese4gVUy",2018-10-25 21:35:22,1,0,"["" 'GHVIPGala7'""]",[],"[{'url': 'https://t.co/23Ese4gVUy', 'expanded_url': 'https://twitter.com/Vaquerizoo_/status/1055572517656711169', 'display_url': 'twitter.com/Vaquerizoo_/st…', 'indices': [79, 102]}]",21.0
3866,Asraf se enfada con Ángel por no respetar su “intolerancia” a la carne y a Suso por el comentario de ayer ni pío… https://t.co/1Zy0zoLFzf,2018-10-25 21:26:42,2,1,0.0,[],"[{'url': 'https://t.co/1Zy0zoLFzf', 'expanded_url': 'https://twitter.com/i/web/status/1055571376252379136', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]",21.0
3867,La memoria funcional para el nuevo centro de salud del Perpetuo Socorro en Huesca está en fase de borrador y se apr… https://t.co/6vhOckzJl6,2018-10-26 10:07:43,0,0,0.0,[],"[{'url': 'https://t.co/6vhOckzJl6', 'expanded_url': 'https://twitter.com/i/web/status/1055762892581208065', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
3868,La oposición reclama mantener la UAPO y pide consenso a ZEC ante una reforma de la Policía Local https://t.co/6SgmmXJslw,2018-10-26 09:57:44,0,0,0.0,[],"[{'url': 'https://t.co/6SgmmXJslw', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/la-oposicion-reclama-mantener-la-uapo-y-pide-consenso-a-zec-ante-una-reforma-de-la-policia-local/', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [97, 120]}]",9.0
3869,"Unos 20.000 trabajadores participarán en el Plan de Formación del INAEM, que dobla su presupuesto hasta 14,8 millon… https://t.co/o3eoVwh0Md",2018-10-26 09:31:36,0,0,0.0,[],"[{'url': 'https://t.co/o3eoVwh0Md', 'expanded_url': 'https://twitter.com/i/web/status/1055753804023545857', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",9.0
3870,"Las obras del nuevo hospital de Teruel comenzarán previsiblemente en marzo del año que viene, según ha anunciado, e… https://t.co/ZVDBQ6cgKD",2018-10-26 09:08:38,0,0,0.0,[],"[{'url': 'https://t.co/ZVDBQ6cgKD', 'expanded_url': 'https://twitter.com/i/web/status/1055748024360673280', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",9.0
3871,"La pensión media de jubilación en Aragón es de 1.156 euros, la sexta mayor de España https://t.co/xwQW8dZX3R",2018-10-26 08:39:12,0,0,0.0,[],"[{'url': 'https://t.co/xwQW8dZX3R', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/el-gasto-en-pensiones-alcanza-los-92567-millones-en-octubre-un-481-mas/', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [85, 108]}]",8.0
3872,Un joven de 25 años vecino de Jarque de Moncayo  Zaragoza  ha fallecido en el accidente de tráfico ocurrido a unos… https://t.co/vWu0fXbIZw,2018-10-26 08:17:25,0,1,0.0,[],"[{'url': 'https://t.co/vWu0fXbIZw', 'expanded_url': 'https://twitter.com/i/web/status/1055735136535433217', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",8.0
3873,"Un muerto y un herido en accidente de tráfico en Saviñán, en la A-1503.  Foto Diputación de Zaragoza  https://t.co/StnqbeR2kA",2018-10-26 07:35:04,6,2,0.0,[],[],7.0
3874,El pleno en el Ayuntamiento de Zaragoza vota hoy la reprobación a Lambán presentada por el PP. https://t.co/VBoUT84CXu,2018-10-26 06:19:48,1,0,0.0,[],"[{'url': 'https://t.co/VBoUT84CXu', 'expanded_url': 'http://play.aragonradio.es', 'display_url': 'play.aragonradio.es', 'indices': [95, 118]}]",6.0
3875,"Buenos días, Teruel. Esperando la nieve del fin de semana, ahora mismo hay cinco grados en Cedrillas, Albarracín y… https://t.co/ujD2BchIIy",2018-10-26 06:18:26,1,0,0.0,[],"[{'url': 'https://t.co/ujD2BchIIy', 'expanded_url': 'https://twitter.com/i/web/status/1055705190257561600', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",6.0
3876,"Buenos días, Zaragoza. Llega el frío con seis grados en Daroca, siete en Calatayud, Borja y Ejea, ocho en Sos, diez… https://t.co/vsULifCQJc",2018-10-26 06:15:59,1,0,0.0,[],"[{'url': 'https://t.co/vsULifCQJc', 'expanded_url': 'https://twitter.com/i/web/status/1055704574164680705', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",6.0
3877,"Buenos días, Huesca. Ahora mismo, cinco grados en Bielsa y Broto, seis en Sabiñánigo, Canfranc y Benabarre, siete e… https://t.co/DcYHiC1Nzc",2018-10-26 06:12:45,1,0,0.0,[],"[{'url': 'https://t.co/DcYHiC1Nzc', 'expanded_url': 'https://twitter.com/i/web/status/1055703762155851776', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",6.0
3878,"Buenos días. Bajan ya las temperaturas: cinco grados en Teruel, diez en Huesca y once en Zaragoza. https://t.co/VBoUT84CXu",2018-10-26 06:10:36,6,1,0.0,[],"[{'url': 'https://t.co/VBoUT84CXu', 'expanded_url': 'http://play.aragonradio.es', 'display_url': 'play.aragonradio.es', 'indices': [99, 122]}]",6.0
3879,Decenas de trabajadores forman un piquete informativo en el acceso a la cárcel de Zuera. Es el segundo día de huelg… https://t.co/IFxDz3ppKs,2018-10-26 06:06:07,4,0,0.0,[],"[{'url': 'https://t.co/IFxDz3ppKs', 'expanded_url': 'https://twitter.com/i/web/status/1055702092625649665', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",6.0
3880,"#TIEMPO Los cielos se irán cubriendo, sin descartar precipitaciones al final del día, más probables en la Ibérica.… https://t.co/F1yNz2yH86",2018-10-25 20:03:25,4,1,"["" 'TIEMPO'""]",[],"[{'url': 'https://t.co/F1yNz2yH86', 'expanded_url': 'https://twitter.com/i/web/status/1055550419794083841', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",20.0
3881,"El Gobierno autoriza 23,3 millones para que #Aragón cubra su déficit https://t.co/YAhQ5PMmPA",2018-10-25 19:56:32,0,0,"["" 'Aragón'""]",[],"[{'url': 'https://t.co/YAhQ5PMmPA', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/el-gobierno-autoriza-233-millones-para-que-aragon-cubra-su-deficit/', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [69, 92]}]",19.0
3882,Dos vecinas de Jaca resultan heridas al caerles encima una rama de árbol que se desprendió después del paso de un h… https://t.co/edeKkBL2UR,2018-10-25 17:45:05,2,4,0.0,[],"[{'url': 'https://t.co/edeKkBL2UR', 'expanded_url': 'https://twitter.com/i/web/status/1055515604709531649', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",17.0
3883,El @GobAragon interpone una demanda para solicitar la devolución de una tabla del Monasterio de #Sijena https://t.co/NQ0IpHWV72,2018-10-25 17:39:30,2,2,"["" 'Sijena'""]","[{'screen_name': 'GobAragon', 'name': 'Gobierno de Aragón', 'id': 105125276, 'id_str': '105125276', 'indices': [3, 13]}]","[{'url': 'https://t.co/NQ0IpHWV72', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/el-gobierno-de-aragon-interpone-una-demanda-para-solicitar-la-devolucion-de-una-tabla-de-sijena', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [104, 127]}]",17.0
3884,#AMPLIACIÓN El juez desestima la paralización de las obras de elevación de la calzada de Don Jaime en #Zaragoza  https://t.co/x3UzEQmQlX,2018-10-25 16:52:53,1,0,"["" 'AMPLIACIÓN'""]",[],"[{'url': 'https://t.co/x3UzEQmQlX', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/el-juez-desestima-la-paralizacion-de-las-obras-de-elevacion-de-la-calzada-de-don-jaime/', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [113, 136]}]",16.0
3885,Técnicos informan de los trabajos de lucha contra el lindano en #Sabiñánigo https://t.co/xoCLceo7xB,2018-10-25 16:50:01,1,1,"["" 'Sabiñánigo'""]",[],"[{'url': 'https://t.co/xoCLceo7xB', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/tecnicos-informan-de-los-trabajos-de-lucha-contra-el-lindano-en-sabinanigo', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [76, 99]}]",16.0
3886,Todo preparado en el cementerio de Torrero para la celebración de Todos los Santos en #Zaragoza https://t.co/2OmnqLJFsh,2018-10-25 16:28:21,0,0,"["" 'Zaragoza'""]",[],"[{'url': 'https://t.co/2OmnqLJFsh', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/todo-preparado-en-torrero-para-la-celebracion-de-todos-los-santos-en-zaragoza/', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [96, 119]}]",16.0
3887,"El juez ha desestimado la paralización de las obras de elevación en la C/ Don Jaime de #Zaragoza, según confirman d… https://t.co/V54EkxLIel",2018-10-25 16:10:09,4,1,"["" 'Zaragoza'""]",[],"[{'url': 'https://t.co/V54EkxLIel', 'expanded_url': 'https://twitter.com/i/web/status/1055491714943762432', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",16.0
3888,Ocho usuarios de una residencia afectados por un brote de gastroenteritis https://t.co/eeoTWVNwNr,2018-10-25 15:47:08,0,0,0.0,[],"[{'url': 'https://t.co/eeoTWVNwNr', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/ocho-usuarios-de-una-residencia-afectados-por-un-brote-de-gastroenteritis', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [74, 97]}]",15.0
3889,Aragón registró 4.132 casos de varicela en Atención Primaria en 2017 https://t.co/TnjZ5rUSvi,2018-10-25 14:51:36,0,0,0.0,[],"[{'url': 'https://t.co/TnjZ5rUSvi', 'expanded_url': 'http://www.aragonradio.es/noticias/hemeroteca/aragon-registro-4132-casos-de-varicela-en-atencion-primaria-en-2017', 'display_url': 'aragonradio.es/noticias/hemer…', 'indices': [69, 92]}]",14.0
3890,@JeronimoTormo @COPEElche Francis,2018-10-20 08:19:51,0,0,0.0,"[{'screen_name': 'JeronimoTormo', 'name': 'Jerónimo Tormo', 'id': 718462963, 'id_str': '718462963', 'indices': [0, 14]}, {'screen_name': 'COPEElche', 'name': 'COPE Elche', 'id': 390658792, 'id_str': '390658792', 'indices': [15, 25]}]",[],8.0
3891,https://t.co/GZPpOZAy3P,2018-10-26 10:29:57,0,0,0.0,[],[],10.0
3892,https://t.co/CYQh0YOLGV,2018-10-26 10:29:43,0,0,0.0,[],[],10.0
3893,https://t.co/prqJhUEnH0,2018-10-26 10:29:18,0,0,0.0,[],[],10.0
3894,ACTUALITZACIÓ 🗞️  Notícia actualitzada sobre el debat plenari en què l'equip de govern ha anunciat que en els pròxi… https://t.co/KLqOEvjzxn,2018-10-26 08:53:37,0,0,0.0,[],"[{'url': 'https://t.co/KLqOEvjzxn', 'expanded_url': 'https://twitter.com/i/web/status/1055744245678727169', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
3895,SESSIÓ PLENÀRIA  @levante_emv es fa ressò del debat plenari en què l'equip de govern ha anunciat que en els pròxims… https://t.co/CRcPQNswQA,2018-10-25 22:18:26,1,1,0.0,"[{'screen_name': 'levante_emv', 'name': 'Levante-EMV', 'id': 8204452, 'id_str': '8204452', 'indices': [17, 29]}]","[{'url': 'https://t.co/CRcPQNswQA', 'expanded_url': 'https://twitter.com/i/web/status/1055584396584108038', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",22.0
3896,🏃🏽🏃🏽‍♀XXIII MITJA MARATÓ CIUTAT DE XIRIVELLA  📍 Diumenge 4 de novembre a les 10.00 h.  ➡️ Eixida i arribada av. de… https://t.co/1UhhNp7ZNm,2018-10-25 17:53:46,0,0,0.0,[],"[{'url': 'https://t.co/1UhhNp7ZNm', 'expanded_url': 'https://twitter.com/i/web/status/1055517792198365187', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",17.0
3897,"🤡 25ª MOSTRA INTERNACIONAL DE PALLASSOS I PALLASSES 🤡  ☑️ Sota la batuta artística del clown català Guillem Albà, s… https://t.co/wqNEabXeJO",2018-10-25 17:12:36,0,0,0.0,[],"[{'url': 'https://t.co/wqNEabXeJO', 'expanded_url': 'https://twitter.com/i/web/status/1055507428786298880', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",17.0
3898,"☑️ Horari especial del cementeri: Dies 26, 27 i 28 d'octubre: de 9.00 h a 18.00 h. Des del 29 d'octubre a l'1 de no… https://t.co/wygLfrMJKe",2018-10-25 10:15:14,0,0,0.0,[],"[{'url': 'https://t.co/wygLfrMJKe', 'expanded_url': 'https://twitter.com/i/web/status/1055402397957267457', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
3899,☑️ Se seleccionaran les propostes amb més puntuació aplicant els criteris d'adjudicació en relació amb cada un dels… https://t.co/C35DDRzNfG,2018-10-25 09:20:09,0,0,0.0,[],"[{'url': 'https://t.co/C35DDRzNfG', 'expanded_url': 'https://twitter.com/i/web/status/1055388533601505280', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",9.0
3900,INFORMACIÓ D'INTERÉS 📝🏠 HABITATGES DIGNES AMB LLOGUERS ASSEQUIBLES  ☑️ Convocatòria de la @GVAhabitatge per a adqui… https://t.co/OVVfHmd1Nf,2018-10-25 09:19:13,0,0,0.0,"[{'screen_name': 'GVAhabitatge', 'name': 'GVA Habitatge', 'id': 3731977035, 'id_str': '3731977035', 'indices': [90, 103]}]","[{'url': 'https://t.co/OVVfHmd1Nf', 'expanded_url': 'https://twitter.com/i/web/status/1055388300251484160', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",9.0
3901,👩🏻 CASA DE LA DONA 👩🏾  ☑️ Huitena edició de la Jornada Casa de la Dona de Xirivella   ☑️ Ana Mª Pérez del Campo Nor… https://t.co/s51m3k7DCT,2018-10-25 08:42:15,1,0,0.0,[],"[{'url': 'https://t.co/s51m3k7DCT', 'expanded_url': 'https://twitter.com/i/web/status/1055378995267678208', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
3902,☑️ El dijous 1 de novembre el servei es prestarà de 8 a 18 hores amb les parades següents:  - Església del barri de… https://t.co/FWY6Vb4lq2,2018-10-24 12:16:33,0,0,0.0,[],"[{'url': 'https://t.co/FWY6Vb4lq2', 'expanded_url': 'https://twitter.com/i/web/status/1055070537288949760', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",12.0
3903,📌 DIA DE TOTS SANTS  🚌 Vos recordem que l'Ajuntament posa a disposició de la ciutadania un servei de transport perq… https://t.co/iyeDdyYzDA,2018-10-24 12:16:21,0,0,0.0,[],"[{'url': 'https://t.co/iyeDdyYzDA', 'expanded_url': 'https://twitter.com/i/web/status/1055070487137665027', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",12.0
3904,"📞 Telèfon gratuït d'informació, assessorament jurídic i atenció a víctimes en matèria de violència de gènere: 016… https://t.co/NFTzksCF0W",2018-10-24 10:30:09,0,0,0.0,[],"[{'url': 'https://t.co/NFTzksCF0W', 'expanded_url': 'https://twitter.com/i/web/status/1055043762899111936', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",10.0
3905,☑️ Des de l'Ajuntament de Xirivella manifestem la nostra repulsa a la violència de gènere. El nostre més sincer sup… https://t.co/3k0YYLGIcI,2018-10-24 10:30:02,0,0,0.0,[],"[{'url': 'https://t.co/3k0YYLGIcI', 'expanded_url': 'https://twitter.com/i/web/status/1055043733954146304', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
3906,"✋ STOP VIOLÈNCIA DE GÈNERE ✋  ☑️ La ciutadanía, juntament amb membres de la corporació municipal, s'han concentrat… https://t.co/TiEP9HHHpJ",2018-10-24 10:29:20,0,0,0.0,[],"[{'url': 'https://t.co/TiEP9HHHpJ', 'expanded_url': 'https://twitter.com/i/web/status/1055043557390802945', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",10.0
3907,🤡 25ª MOSTRA INTERNACIONAL DE PALLASSOS I PALLASSES 🤡  Consulta la programació de la Mostra 2018 en este vídeo 🎥👌 https://t.co/SWKDzAEl2h,2018-10-24 08:33:01,3,5,0.0,[],[],8.0
3908,🤡 25ª MOSTRA INTERNACIONAL DE PALLASSOS I PALLASSES 🤡  📌 CULTURA 📌   NOVA DATA  ☑️ No et perdes el concert que inte… https://t.co/9qSalQ0qE3,2018-10-24 08:30:06,0,0,0.0,[],"[{'url': 'https://t.co/9qSalQ0qE3', 'expanded_url': 'https://twitter.com/i/web/status/1055013552967290881', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
3909,"🔹 CONCENTRACIÓ 🔹  ☑️ L'Ajuntament de Xirivella convoca dos minuts de silenci hui, DIMECRES 24 D'OCTUBRE, per condem… https://t.co/qIsNCjPl3V",2018-10-24 08:08:41,1,0,0.0,[],"[{'url': 'https://t.co/qIsNCjPl3V', 'expanded_url': 'https://twitter.com/i/web/status/1055008162452004865', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
3910,👩🏻 CASA DE LA DONA 👩🏾  VÍDEO 🎥  Huitena jornada Casa de la Dona de Xirivella ➡️ Avancem cap a la igualtat amb l'eco… https://t.co/X4ylvPc500,2018-10-23 19:06:26,1,3,0.0,[],"[{'url': 'https://t.co/X4ylvPc500', 'expanded_url': 'https://twitter.com/i/web/status/1054811300742787073', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",19.0
3911,🏃🏽🏃🏽‍XXIII MITJA MARATÓ CIUTAT DE XIRIVELLA  📍 Diumenge 4 de novembre a les 10.00 h.  ➡️ Eixida i arribada av. de l… https://t.co/maSYgV9XBK,2018-10-23 10:52:01,0,0,0.0,[],"[{'url': 'https://t.co/maSYgV9XBK', 'expanded_url': 'https://twitter.com/i/web/status/1054686879151464448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
3912,🍳 NIT DE TAPES AL MERCAT 🍺  ‼️ RECORDATORI  ☑️ Recordeu que 2a Nit de Tapes del Mercat Municipal de Xirivella- Tapa… https://t.co/1Y40wt6vqp,2018-10-23 09:00:30,3,3,0.0,[],"[{'url': 'https://t.co/1Y40wt6vqp', 'expanded_url': 'https://twitter.com/i/web/status/1054658812223913984', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",9.0
3913,https://t.co/sw315bpmtT,2018-10-23 08:00:11,0,0,0.0,[],[],8.0
3914,"- me llevaré el libro al dentista, me encanta tener un ratito en la sala de espera para para leer.  se deja el libr… https://t.co/FaqaVAGFnT",2018-10-25 08:54:15,1,0,0.0,[],"[{'url': 'https://t.co/FaqaVAGFnT', 'expanded_url': 'https://twitter.com/i/web/status/1055382015887970305', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
3915,Harry Potter y el resto de la familia y amigos recapacita sobre todo en la cama. https://t.co/R9YqfK64bB,2018-10-23 21:53:21,0,0,0.0,[],"[{'url': 'https://t.co/R9YqfK64bB', 'expanded_url': 'https://twitter.com/EiProfeta/status/1005920564576481280', 'display_url': 'twitter.com/EiProfeta/stat…', 'indices': [81, 104]}]",21.0
3916,@StayFrosty___ Empiezas bien https://t.co/LMkB5FdMAd,2018-10-23 19:28:49,0,0,0.0,"[{'screen_name': 'StayFrosty___', 'name': 'Amberguesa', 'id': 729999081557393410, 'id_str': '729999081557393410', 'indices': [0, 14]}]",[],19.0
3917,@StayFrosty___ Wooooo disfrutalaaaaaa,2018-10-21 20:15:01,0,0,0.0,"[{'screen_name': 'StayFrosty___', 'name': 'Amberguesa', 'id': 729999081557393410, 'id_str': '729999081557393410', 'indices': [0, 14]}]",[],20.0
3918,"Una más, con momento tenso incluido, menos mal que estabas ahí @haskellpro te adoro!!!!  y que sean muchas más  https://t.co/swj1Hey6Fj",2018-10-21 10:04:50,2,1,0.0,"[{'screen_name': 'haskellpro', 'name': 'Iván Otero Agra', 'id': 827543216, 'id_str': '827543216', 'indices': [63, 74]}]",[],10.0
3919,@haskellpro https://t.co/KySQwuhjzL,2018-10-16 17:04:50,0,0,0.0,"[{'screen_name': 'haskellpro', 'name': 'Iván Otero Agra', 'id': 827543216, 'id_str': '827543216', 'indices': [0, 11]}]",[],17.0
3920,"Que bien sienta despejar la cabeza unos días, pasarlo bien, dormir poco y alejarte de las cositas negativas que tiene la vida",2018-10-14 21:22:00,2,1,0.0,[],[],21.0
3921,@_ReCordis_ Y ya ta,2018-10-12 11:06:53,1,0,0.0,"[{'screen_name': '_ReCordis_', 'name': 'ChicaDeLaCapaRoja', 'id': 1135431594, 'id_str': '1135431594', 'indices': [0, 11]}]",[],11.0
3922,He soñado que estaba viviendo en Londres y bajón al despertarme https://t.co/iDlj7ryrJB,2018-10-06 08:50:07,0,0,0.0,[],[],8.0
3923,@fati_dm +1 ggwp,2018-10-05 11:13:08,0,0,0.0,"[{'screen_name': 'fati_dm', 'name': 'Fati Dz Ml', 'id': 622861286, 'id_str': '622861286', 'indices': [0, 8]}]",[],11.0
3924,Ángel Largo en Nada que ver @7punto7radio 24-10-18 - El cambio horario y el huso horario en el punto de mira social https://t.co/yg18PWcsSB,2018-10-25 08:06:02,1,2,0.0,"[{'screen_name': '7punto7Radio', 'name': '7.7 Radio', 'id': 265937575, 'id_str': '265937575', 'indices': [28, 41]}]","[{'url': 'https://t.co/yg18PWcsSB', 'expanded_url': 'https://www.ivoox.com/29574745', 'display_url': 'ivoox.com/29574745', 'indices': [116, 139]}]",8.0
